ID	Ebs_control12	Ebs_control11	Ebs_control10	Ebs_control9	Ebs_control8	Ebs_control7	Ebs_control6	Ebs_control5	Ebs_control4	Ebs_control3	Ebs_control2	Ebs_control1	Ebs_RA_4D12	Ebs_RA_4D11	Ebs_RA_4D10	Ebs_RA_4D9	Ebs_RA_4D8	Ebs_RA_4D7	Ebs_RA_4D6	Ebs_RA_4D5	Ebs_RA_4D4	Ebs_RA_4D3	Ebs_RA_4D2	Ebs_RA_4D1	Ebs_RA_2D12	Ebs_RA_2D11	Ebs_RA_2D10	Ebs_RA_2D9	Ebs_RA_2D8	Ebs_RA_2D7	Ebs_RA_2D6	Ebs_RA_2D5	Ebs_RA_2D4	Ebs_RA_2D3	Ebs_RA_2D2	Ebs_RA_2D1	encapsulated_control10	encapsulated_control9	encapsulated_control8	encapsulated_control7	encapsulated_control6	encapsulated_control5	encapsulated_control4	encapsulated_control3	encapsulated_control2	encapsulated_control1	encapsulated_RA_4D11	encapsulated_RA_4D10	encapsulated_RA_4D9	encapsulated_RA_4D8	encapsulated_RA_4D7	encapsulated_RA_4D6	encapsulated_RA_4D5	encapsulated_RA_4D4	encapsulated_RA_4D3	encapsulated_RA_4D2	encapsulated_RA_4D1	encapsulated_RA_2D12	encapsulated_RA_2D11	encapsulated_RA_2D10	encapsulated_RA_2D9	encapsulated_RA_2D8	encapsulated_RA_2D7	encapsulated_RA_2D6	encapsulated_RA_2D5	encapsulated_RA_2D4	encapsulated_RA_2D3	encapsulated_RA_2D2	encapsulated_RA_2D1
ENSMUSG00000017713	0.935778	0.862108	1.03222	0.857735	0.0915355	0.189536	0.374008	0.368618	0.47311	0.149355	0	0.294851	0	0	0	0	0	0.234841	0	0	0	0	0	0	0.696125	0.244963	0.91052	0.385889	0.650576	0.706713	0.588025	0.599601	0.399884	0.288227	0.654253	0.468543	0.18131	0.325535	0.130687	0.157164	0	0.283282	0	0	0	0.155644	0	0	0.265334	0.0462914	0	0	0	0	0	0	0	0	0	0.263964	0.0462914	0	0	0	0	0.0428945	0	0.120108	0
ENSMUSG00000018921	0.5479	0.337637	0.55975	0.646877	0.15259	0.585135	0.496466	0.780963	0.550199	0.414518	0.572037	0.602012	0.250426	0.443948	0	0	0.681422	0.419368	0.219324	0.664063	0.57096	0	0.250426	0.418012	0.658587	0.374008	0.807553	0.809709	0.160418	0.24601	0.244963	0.506762	0.330425	0.57096	0	0.203543	0	0.309526	0	0	0.590914	0.700894	0	0	0	0.471802	0.143326	0	0	0	0.159291	0.155644	0.132211	0.0411793	0.36461	0.157164	0	0.0462914	0.441403	0	0.263964	0.532155	0.293476	0	0.019634	0.236747	0.206874	0.233807	0.0183307
ENSMUSG00000001741	0.130687	0.263964	0.132211	0.363723	0.330425	0.78709	0.27073	0.200745	0.509213	0.130687	0.0938088	0.300244	0	0	0	0.200745	0.358735	0.223244	0.143326	0.0915355	0.406227	0.130687	0	0.203543	0.506013	0.248212	0.357249	0.492572	0.0411793	0.212969	0.205206	0.460157	0.0635188	0.300244	0.330425	0.0462914	1.51625	0.862108	1.06866	1.11627	0.740649	0.924884	1.39488	0	0	0.471802	0.623873	0.45491	0.337637	0.419368	0.912029	0.435397	0.656504	0.194524	0.300244	0.0445937	0.602697	0.509213	0.661894	0.745013	0.65919	0.244963	0.441403	0.530922	0.577641	0.250426	0.5479	0.5187	0.72153
ENSMUSG00000029003	0.887467	0.922384	0.719264	0.834865	1.05376	0.447154	0.773966	0.290847	0.26294	0.250426	0.501287	0.358735	0.37096	0	0	0.123851	0.263964	0.337637	0.130687	0.5479	0	0.748952	0	0.819856	0.141638	0.691782	0.130687	0.266709	0.610841	0.541891	0	0.357249	0.244003	0.234841	0.478708	0.612971	0.49181	0.427033	0.341549	0	0.520942	0	0.310932	0	0	0.263964	0.325535	0.28107	0.130687	0	0.398608	0.0355888	0.309526	0	0.232429	0.406227	0.130687	0	0.24601	0	0	0.130687	0.03949	0.130687	0	0	0.323831	0.263964	0.0462914
ENSMUSG00000029601	0.954406	0.546655	1.14879	1.22942	1.01406	0.588025	0.365768	0.358735	0.858603	1.18675	1.15434	0.59636	0.130687	0.280166	0.130687	0.27073	0.82585	0.268096	0.379543	0.269354	0.424602	0.443187	0	0	0.133399	0.51135	0.705766	0.123851	0.744031	0.69764	0.688635	0.773966	0.593419	0.236747	0.496466	0.506762	0.825224	0.312906	0.649922	0.768663	0.477541	0.330425	0.447905	0	0	0.675784	0.411735	0.307182	0.0355888	0.385889	0.03949	0.0462914	0.187979	0.0278343	0	0.121282	0.410469	0.443948	0.232429	0.0462914	0.486905	0.419368	0.358735	0.32244	0.756108	0.0769613	0.219324	0.263964	0.0915355
ENSMUSG00000086507	0.865216	0.836767	1.23348	0.849376	1.17823	0.572037	0.836767	1.05029	0.940959	0.949393	0.71986	0.593419	0.369788	0.27694	0.312906	0.03949	0.28486	0.632491	0.436482	0.45491	1.01647	1.05029	0.130687	0.687197	0.843269	0.822658	1.1099	1.02035	0.600743	0.757554	0.474422	0.937754	0.365768	0.831747	0.99987	0.542825	0.942755	0.748332	0.520096	0.289252	0.756108	0.145027	1.23795	0.749531	0.749531	0.512427	0.248212	0.621658	0.265334	0.157164	0.283282	0.257544	0.384623	0.257544	0.36461	0.454015	0.305795	0.214074	0.22128	0.235788	0.171855	0.478708	0.840188	0.544853	0.337637	0.251938	0.239106	0.625199	0.263964
ENSMUSG00000031390	1.2664	1.03222	0.960119	0.89258	1.32526	0.862108	0.634495	1.35615	1.01647	0.295876	1.45755	0.702854	0.200745	0.390803	0.411735	0.263964	0.433244	0.545924	0.573109	0.42946	0.182843	0.171855	0.369788	0.27162	0.502296	0.460157	0.851027	0.476377	0.398608	0.373109	1.18362	1.01647	0.656504	0.915475	0.593419	0.781711	1.1743	0.872648	0.502296	0.891334	0.792506	0.590914	0.418012	0	0	0.248212	0.0336618	0.528348	0.496466	0.312906	0.327265	0.419368	0.669363	0.589775	0.332695	0.55975	0.228653	0.276039	0.261841	0.03949	0.777127	0.756108	0.672153	0.670421	0.381749	0.219324	0.263964	0.0897422	0.600743
ENSMUSG00000027984	1.16723	0.407949	0.503303	0.961436	0.680077	0.468543	0.739377	0.120108	0.918975	0.577641	0.337637	0	0	0.554391	0.330425	0	0.663428	0.0861885	0.265334	0	0.130687	0.418012	0.75668	0.28486	0.603971	0.411735	0.130687	0.503303	0.422452	0.337637	0	0.332695	0.0462914	0.155644	0	0	0.265334	0.263964	0	0	0	0.506013	0	0	0	0.406227	0.0462914	0.130687	0.132211	0.358735	0	0.27162	0.358735	0.182843	0.130687	0.18131	0.182843	0	0.0462914	0	0.03949	0.129401	0.03949	0.261841	0.28107	0.263964	0	0.120108	0.309526
ENSMUSG00000031109	0.268096	0.406227	0	0.289252	0.358735	0.520096	0.42946	0.106654	0.567441	0	0.843269	0.385889	0.392076	0.263964	0	0.381749	0.18131	0.300244	0.0981885	0.423756	0.389849	0.575631	0	0.371857	0.57096	0.305795	0.0915355	0.746928	0	0.365768	0.657159	0.464539	0.358735	0.232429	0.263964	0.642748	0.18131	0	0	0.171855	0	0	0	0	0	0.27162	0.393345	0.219324	0.214074	0	0.0462914	0.248212	0.0278343	0.116369	0	0.24601	0.0938088	0	0	0	0	0.469695	0	0.300244	0.157164	0.0101046	0	0	0.130687
ENSMUSG00000070814	0.244963	0.884303	0.232429	0.912845	0.419368	0.536584	0.460157	1.01122	0.909772	0.639986	0.908904	0.588025	0.230535	0.232429	0.577641	0.232429	0.577641	0.82585	0.791944	0.887467	0.593419	0.608849	0	0.900782	0.503303	0	0.390803	0.59636	0.862108	0.783457	0.80354	0.575631	0.130687	0.463635	0.300244	0.599601	0.37496	0.0683871	0.263964	0.467248	0.872648	0.443948	0.130687	0.244963	0.244963	0.681422	0.363723	0.232429	0.300244	0.389849	0.327265	0.529034	0.608849	0.143326	0.263964	0.28107	0.189536	0.03949	0.0758541	0.250426	0.03949	0.300244	0.194524	0.351305	0	0.176693	0.576991	0.27162	0.254471
ENSMUSG00000093930	0.496466	0	0.707771	0.65919	0.232429	0.261841	0.289252	0.171855	0.18131	0	0.469695	0.236747	0.192928	0.33855	0.27073	0.325535	0.263964	0.263964	0.248212	0.228653	0	0	0	0.32244	0	0.503303	0	0.228653	0.232429	0.502296	0.464539	0.621658	0.151077	0.860481	0.443948	0.575631	0	0	0	0	0	0	0	0	0	0	0	0.0716681	0	0.132211	0	0	0	0	0.157164	0.0462914	0	0	0.235788	0.24601	0	0.0758541	0.162476	0.406227	0	0.263964	0.28107	0.141638	0.0462914
ENSMUSG00000003872	0.443948	0.49181	0.781711	0.673182	0.471802	0.557611	1.12025	0.203543	0.557611	0.822128	0.541891	0.66012	0.141638	0.625199	0.374008	0.544853	0.589775	0.187979	0.32244	0.388591	0.441403	0.28107	0.509213	0.228653	0.219324	0.656504	0.235788	0.661894	0.581897	0.312906	0.608849	1.00543	0.27073	0.141638	0.61978	0.325535	0.40196	0.628341	0.891837	0.219324	0.232429	0.154111	0.456397	0	0	0	0.376382	0.228653	0.310932	0.406227	0.474422	0.266709	0.130687	0.130687	0.406227	0.0897422	0.249314	0.0635188	0.303018	0.0411793	0.241559	0.130687	0	0.28107	0.03949	0.24601	0.406227	0.43783	0.450217
ENSMUSG00000084244	0.182843	0	0.406227	0	0.371857	0.634495	0.219324	0.569606	0.530922	0.506762	0.176693	0	0	0	0.00890881	0	0	0	0	0	0	0	0	0	0.162476	0.157164	0.157164	0.157164	0.0247993	0.219324	0.130687	0	0.492572	0.248212	0.165128	0.265334	0.477541	0.791944	0.362058	0.474422	1.45145	0.687197	0.463635	1.99357	1.99357	0.265334	0.171855	0.295876	0.0291362	0.232429	0.250426	0.321484	0	0.404412	0.121282	0.03949	0.374008	0.418012	0.25601	0.537773	0.809709	0.411735	0.32244	0.24601	0.564078	0.358735	0.443187	0.263964	0.332695
ENSMUSG00000052865	0.469695	0.577641	0.647638	0.656504	0.664897	0.0826071	0.235788	0.61978	0.464539	0.154111	0.309526	0.317697	0	0	0	0.130687	0.141638	0.157164	0.404412	0.263964	0	0	0.157164	0	0.261841	0.236747	0.463635	0.0915355	0.110716	0.506013	0.352562	0.415825	0.151077	0.768663	0.168809	0.321484	0.358735	0	0.141638	0.187979	0.263964	0.15259	0	0	0	0	0.0336618	0	0.154111	0	0	0	0	0	0	0	0.0897422	0.0646089	0	0.32244	0	0	0.141638	0.182843	0.0462914	0.130687	0.0101046	0.27073	0.136991
ENSMUSG00000054191	0.460157	1.01239	0.77821	0.120108	0.309526	0.36461	0.624537	0.145027	0.502296	0.300244	0.813778	0.323831	0.171855	0.813778	0	0.577641	0.235788	0.155644	0.130687	0.130687	0.157164	0.141638	0.404412	0	0.170322	0.620664	0	0.452521	0.679143	0.608849	0.602012	0.40276	0.443948	0.460157	0.28486	0.467248	0.330425	0.216006	0.130687	0.573828	0.214074	0	0	0	0	0.149355	0.24601	0.130687	0.0746304	0.248212	0.263964	0	0.602012	0.154111	0.225116	0.235788	0.250426	0.0734032	0	0	0.0597707	0.0462914	0.0861885	0.194524	0	0.130687	0.120108	0	0.0462914
ENSMUSG00000027397	0.852673	0.746928	0.961436	0.363723	0.508142	1.12178	0.457295	0.544853	1.25584	1.01303	0.90727	0.986262	0.273484	0.501287	0.327265	0.72153	0.520942	0.464539	0.184393	0.32244	0.369788	0.132211	0.362058	0.464539	0.36461	0	0.785783	0.577641	0.143326	0.399884	0.729447	0.330425	0.348907	0.664063	0.55248	0.159291	0.567441	0.463635	0.72153	0.524848	0.474422	0.843269	0.464539	0	0	0.748332	0	0.592421	0.145027	0.157164	0.4092	0	0	0.374008	0	0.130687	0.424602	0.15259	0.155644	0.112587	0	0	0.132211	0.418012	0.702854	0.358735	0.502296	0.506013	0.18131
ENSMUSG00000031072	2.04717	2.40999	2.14541	2.16908	2.50817	2.51049	2.53908	2.31054	2.82922	2.72898	2.6377	2.74168	1.35759	1.07389	1.12743	1.16889	0.924144	1.22179	1.35705	1.16664	0.856131	0.665531	1.08821	0.171855	0.783457	0.872045	0.912029	1.17527	1.38374	1.36659	0.439146	0.936578	1.1743	1.25584	1.13211	0.962416	2.66341	2.6802	2.55946	2.44675	2.9073	2.91332	2.87012	0	0	3.18505	0.351305	0.503303	0.835698	0.614998	0.414518	0.31669	0.28107	0.577641	0.381749	0.61978	0.24601	0.792506	1.19425	0.884303	0.937754	1.00163	1.21068	1.16237	1.02392	1.34006	1.06866	1.05808	1.00163
ENSMUSG00000022540	0.681422	0	0.656504	0.590914	0.544853	0.358735	0.406227	0.244963	0.254471	0.18131	0.0938088	0.439146	0.376382	0.149355	0.37096	0.140089	0	0.406227	0.623873	0.232429	0.120108	0.155644	0.120108	0	0.443948	0.257544	0.577641	0.24601	0.0355888	0.418012	0.418012	0.248212	0.171855	0	0.523609	0.205206	0	0	0.261841	0.0915355	0.130687	0.108832	0.228653	0	0	0.335299	0	0.259732	0.0183307	0.0462914	0.250426	0.141638	0	0	0	0.0230654	0	0	0	0	0	0	0	0	0	0	0.251938	0.0157533	0.239106
ENSMUSG00000086121	0.0462914	0.141638	0.250426	0.0265401	0.130687	0.130687	0.33679	0.136991	0.154111	0.0247993	0	0.0445937	0.24601	0.0355888	0.440508	0.294851	0.03949	0.15259	0.0278343	0.157164	0.0462914	0.337637	0.468543	0.130687	0	0.295876	0.0915355	0.03949	0	0.16778	0.276039	0.171855	0.182843	0.0157533	0.179772	0.226997	0.589775	0.468543	0.614998	0.664063	0.422452	0.248212	0.171855	0.661894	0.661894	0.40276	0.474422	0.656504	0.51135	0.219324	0.588025	0.422452	0.242604	0.305795	0.606241	0.28486	0.132211	0.141638	0.28486	0.159291	0.506762	0.404412	0.528348	0.33855	0.330425	0.295876	0.143326	0.310932	0.483025
ENSMUSG00000042660	0.872045	0.244963	0.862108	0.283282	0.37096	0.295876	0.733692	0.418012	0.393345	0.498634	0.506762	0.667042	0.157164	0.266709	0.467248	0	0.664897	0.133399	0.585938	0.506762	0.419368	0.127531	0.141638	0.656504	0.447154	1.0158	0.834865	0.55248	0.757554	0.263964	0.414518	0.27694	0.157164	0.24601	0	0.560833	0.307182	0.585135	0.217667	0.203543	0.447154	0.132211	0.228653	0	0	0.203543	0.317697	0.0462914	0.0462914	0.14764	0.0462914	0	0.203543	0.136991	0.28107	0.443948	0.197307	0.219324	0.232429	0	0.27162	0	0.303018	0.203543	0.290847	0.158278	0.0247993	0.130687	0.496466
ENSMUSG00000013562	1.13751	1.29334	0.941666	1.66363	1.61109	1.63104	1.37457	1.68336	1.75478	1.22631	1.48113	1.4452	0.239106	0.581897	0.599601	0.502296	0.793333	0.654253	1.04585	1.29892	0.84189	0.534139	0.471802	0.843269	0.726849	1.09161	0.639986	0.616798	1.06074	0.878749	1.01515	0.800404	0.827641	0.760584	0.880387	0.799482	1.74421	1.88284	1.64747	1.13708	1.21737	0.917501	1.52206	0	0	1.39182	0.57844	0.752448	0.829012	0.506762	0.503303	0.835698	0.872648	0.773966	0.506762	0.738038	0.816117	0.460157	0.729447	0.365768	0.450217	0.45491	0.635498	0.68603	0.446395	0.722181	0.656504	0.390803	0.381749
ENSMUSG00000021796	0.36461	0.228653	0.459345	0.363723	0.464539	0.733692	0.501287	0.506013	0.488914	0.505244	1.07389	0.528348	0.244963	0.434553	0.219324	0	0.745967	0.330425	0.15259	0.850161	0.154111	0	0.390803	0.651292	0.0938088	0.544853	0.45491	0.36461	0.840188	0.530922	0.558677	0.463635	0.130687	0.0462914	0.087998	0.232429	0	0.233807	0.398608	0.219324	0.351305	0.123851	0.157164	0	0	0.290847	0.133399	0.141638	0.0769613	0	0.0247993	0.368618	0.03949	0.478708	0.200745	0.508142	0	0.368618	0.141638	0.157164	0.440508	0.141638	0.0213364	0.0411793	0.232429	0.0462914	0.503303	0.378593	0
ENSMUSG00000054312	0	0	0.27162	0	0.520096	0.406227	0.635498	0.614998	0.214074	0.418012	0.325535	0.18131	0.263964	0.141638	0.567441	0	0.466458	0.232429	0.182843	0.561912	0.263964	0.248212	0	0.464539	0.443187	0	0.45491	0.470495	0.464539	0.232429	0.289252	0.414518	0	0.358735	0.506013	0	0	0	0	0	0.239106	0	0	0	0	0	0.132211	0	0	0.232429	0.184393	0	0	0.248212	0.157164	0	0	0	0	0	0	0	0	0.18131	0	0.130687	0.579896	0.154111	0
ENSMUSG00000043986	1.16889	0.5479	1.12681	0.670421	0.858603	0.696125	0.733692	0.911454	0.745013	0.236747	0.757554	0.530922	0	0	0.203543	0	0.0897422	0	0.232429	0.232429	0.411735	0.232429	0	0.263964	0	0	0.566369	0.525699	0.321484	0.410469	0.0646089	0.332695	0.55975	0.681422	0.635498	0.350388	0.836767	0.577641	0.226997	0.469695	0.15259	0.654253	0.656504	0	0	0.585135	0	0	0.019634	0	0.0278343	0	0	0	0.03949	0.0618159	0	0.303018	0.261841	0.263964	0.27073	0.203543	0.130687	0.0915355	0	0.286856	0	0.244003	0.134593
ENSMUSG00000084837	0.251938	0.406227	0	0.310932	0.523609	0.477541	0.457295	0.24601	0.143326	0.414518	0.358735	0.171855	0.512427	0.561912	0.89258	0.283282	0.315294	0.411735	0.443948	0.636736	0.205206	0.171855	0.171855	0.439146	0.32244	0.949946	0.404412	0.232429	0.393345	0.664063	0.406227	0.248212	0.259732	0.232429	0.157164	0.474422	0.330425	0.248212	0	0	0	0.232429	0.263964	0.503303	0.503303	0	0.0265401	0	0.0247993	0.179772	0.157164	0.03949	0.03949	0.019634	0	0.263964	0.250426	0	0	0	0	0.0183307	0	0	0	0.143326	0	0	0.223244
ENSMUSG00000024539	0.244963	0.692466	0.358735	0.248212	0.456397	0	0.464539	0.192928	0.171855	0.544058	0.235788	0.635498	0.55248	0.506762	0.713051	0	0.327265	0.174923	0.239106	0.476377	0.130687	0.145027	0	0	0.419368	0.772546	0.527624	0.345965	0.506013	0.42946	0.263964	0	0.5479	0.27162	0.450217	0.464539	0.189536	0	0.197307	0	0.223244	0	0.226997	0	0	0	0.155644	0	0.133399	0.470495	0.485358	0	0	0.0462914	0.300244	0.123851	0.00890881	0	0.0355888	0.157164	0	0.263964	0.203543	0.130687	0.230535	0.259732	0.00890881	0.019634	0.0462914
ENSMUSG00000017858	0.418012	0.32244	0.28107	0	0.171855	0.14764	0.108832	0.374008	0.330425	0.182843	0.440508	0.390803	0	0.232429	0.143326	0	0.333546	0	0.348907	0.263964	0.160418	0	0.263964	0.15259	0	0.365768	0	0	0.130687	0.25601	0.344478	0	0.130687	0.130687	0.514509	0.233807	0	0	0	0	0	0.151077	0	0	0	0	0	0	0.0479817	0	0	0	0.0959591	0.120108	0.0897422	0	0.223244	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037529	0.157164	0.250426	0.174923	0.18131	0.411735	0.506013	0.141638	0.410469	0.404412	0.279191	0.646877	0.309526	1.0246	0.633493	0.613857	1.06271	1.11734	0.750412	1.21361	1.0273	0.279191	0.18131	0	0.422452	0	0	0.145027	0	0	0.348907	0	0	0	0	0.130687	0.141638	0.159291	0.157164	0.251938	0	0.157164	0	0	0	0	0	0	0	0	0	0	0	0.122578	0	0	0	0.0646089	0	0	0	0	0	0	0.0683871	0.0826071	0.0462914	0	0.251938	0
ENSMUSG00000089498	0.385889	0.351305	0.309526	0	0.130687	0.170322	0.135787	0.27162	0.304409	0.232429	0.503303	0.143326	0.263964	0.120108	0	0	0	0	0	0	0	0.235788	0	0	0.145027	0.132211	0	0	0	0.108832	0.0915355	0	0.141638	0.120108	0.141638	0.133399	0.642748	1.00585	0.862108	0.31189	0.839266	0.706713	0.846137	0	0	1.73045	0.263964	0.03949	0.230535	0.244963	0.130687	0.168809	0.0355888	0.37496	0.157164	0.174923	0.46097	0.28107	0.03949	0.477541	0.263964	0.539364	0.330425	0.567441	0.464539	0.502296	0.638752	0.337637	0.521698
ENSMUSG00000081678	0.471802	0.241559	0.0355888	0.130687	0.212969	0	0.157164	0.1734	0.0157533	0.0143351	0.122578	0.0183307	0.263964	0.415825	0	0.132211	0.143326	0.120108	0.242604	0.0183307	0.27073	0.133399	0.464539	0.0247993	0.0462914	0.116369	0.00532749	0.019634	0.130687	0.263964	0.26294	0	0.106654	0.143326	0	0.130687	0.0666575	0.116369	0.497623	0.568526	0.718665	0.525699	0.807553	1.25134	1.25134	0.236747	0.249314	0.149355	0.791944	0.162476	0.265334	0.0844029	0.276039	0.257544	0.219324	0.72153	0.368618	0.266709	0.738724	0.474422	0.263964	0.379543	0.235788	0.232429	0.141638	0.223244	0.395892	0.232429	0.635498
ENSMUSG00000046351	0.84189	0.332695	0.330425	0.5479	0.219324	0	0.203543	0	0.45491	0.542825	0.577641	0.608849	0	0.232429	0	0.263964	0.261841	0.236747	0.219324	0	0.663428	0.141638	0.502296	0.18131	0.664063	0	0	0	0.415825	0.143326	0.157164	0.157164	0.351305	0	0	0.232429	0	0	0	0	0.192928	0	0.133399	0	0	0.251938	0.019634	0.242604	0	0	0	0.27073	0	0	0	0	0	0	0	0.219324	0.0355888	0	0	0	0.0462914	0.259732	0.151077	0.160418	0
ENSMUSG00000083555	0	0.276039	0.130687	0.0101046	0.28486	0.300244	0.330425	0.120108	0.120108	0.368618	0.121282	0.263964	0.145027	0.130687	0	0	0	0.00131581	0	0	0	0.286856	0.130687	0	0.141638	0.130687	0.383185	0.0938088	0.263964	0.141638	0	0.03949	0.0683871	0	0	0	0.669363	0.424602	0.263964	0.503303	0.59636	0.235788	0.28588	3.14966	3.14966	0.258636	0.474422	0.558677	0.502296	0	0	0	0.0462914	0.325535	0.312906	0.385889	0.434553	0.320462	0.292443	0.263964	0.374008	0	0.254471	0.443948	0.0897422	0.205206	0.200745	0.411735	0.184393
ENSMUSG00000082375	0.407949	0.019634	0.019634	0.257544	0.443948	0.157164	0.362058	0.0861885	0.00532749	0.00532749	0	0.141638	0	0.00131581	0	0.019634	0.00890881	0	0.00770518	0.130687	0.019634	0.0183307	0.019634	0.019634	0.130687	0.114484	0.157164	0.0101046	0.0101046	0.130687	0	0.00532749	0	0	0	0.236747	0.312906	0.478708	0.300244	0.132211	0.24601	0.667042	0.398608	0.932655	0.932655	0	0.374008	0.424602	0.717874	0.330425	0.573828	0.28107	0.25601	0.635498	0.418012	0.244963	0.019634	0.66012	0.171855	0.502296	0.424602	0.496466	0.0101046	0.811207	0.130687	0.549254	0	0.301622	0.414518
ENSMUSG00000026463	0.406227	0.414518	0.550199	0.232429	0.520096	0.390803	0.628341	0.807553	0.529034	0.458447	0.122578	0.236747	0.141638	0.248212	0.141638	0	0	0	0	0.141638	0	0	0.130687	0	0	0	0.636736	0.130687	0	0.14764	0.257544	0.141638	0	0.0826071	0.194524	0	0.121282	0.125043	0	0.130687	0	0.145027	0.290847	0	0	0	0.203543	0	0.03949	0.24601	0.130687	0.163608	0	0.0716681	0	0.0278343	0.0247993	0.16778	0.0479817	0.03949	0	0	0.0213364	0	0	0	0	0	0.186185
ENSMUSG00000042734	0.381749	0.157164	0.15259	0.509213	0.755532	0.740066	0.143326	0.591666	0.506762	0.130687	0.761695	0.821591	0	0	0	0.120108	0	0.254471	0	0	0.135787	0.120108	0.524848	0.236747	0.14764	0	0	0.223244	0.358735	0	0.263964	0.377337	0.219324	0.244963	0	0.406227	0.31189	0.27073	0.0915355	0.130687	0.155644	0	0	0	0	0	0.132211	0	0	0.236747	0	0	0	0.135787	0.28107	0.0666575	0.0462914	0	0	0	0.143326	0	0.130687	0	0	0.250426	0.157164	0.130687	0.14764
ENSMUSG00000031952	0.603971	1.06343	0.997652	0.485358	0.664063	0.157164	0.918975	0.0758541	0.358735	0.962416	1.12681	0.902847	0	0	0	0	0.236747	0	0	0	0.263964	0	0	0.15259	0.309526	0.283282	0.632491	0.464539	0.03949	0.414518	0.357249	0.157164	0.27162	0.37496	0.632491	0.24601	0.418012	0.0716681	0.616112	0.32244	0.212969	0.944249	0.501287	0	0	0.28486	0	0	0	0	0	0	0	0	0	0	0	0.155644	0	0.03949	0.335299	0	0	0	0.03949	0.15259	0	0.151077	0.327265
ENSMUSG00000000682	0.635498	0.348907	0.610841	0.411735	0.332695	0.527624	0.399884	0.464539	0.783457	0.74307	0.506013	0.108832	0.130687	0.141638	0.130687	0.656504	0	0.37096	0	0.130687	0.14764	0.108832	0	0.1734	0.568526	0.130687	0.248212	0.379543	0.440508	0.528348	0.0355888	0.0462914	0.0462914	0	0.687197	0.374008	0.366943	0.263964	0.122578	0.194524	0	0	0.261841	0	0	0	0.203543	0.130687	0.10045	0.350388	0.141638	0.143326	0.123851	0.351305	0.0666575	0.141638	0.155644	0	0	0.141638	0.0563355	0.10045	0.141638	0.32244	0.317697	0.232429	0.130687	0.0101046	0.143326
ENSMUSG00000058806	0.616798	0.733007	0.524848	0.667042	0.132211	0.72745	0.584339	0.283282	0	0.295876	0	0.112587	0.59636	0.155644	0	0	0.130687	0.261841	0.390803	0.130687	0.616798	0.337637	0.579896	1.0158	0.157164	0.263964	0.590914	0.733692	0.561912	0.864252	0.701828	0.506013	0.791944	0.69764	1.00585	0.742192	0.442294	0.266709	0	0	0.171855	0.579896	0.411735	0	0	0.477541	0	0.141638	0	0.374008	0.130687	0.0265401	0.0247993	0.0114996	0.0101046	0	0.143326	0.263964	0.263964	0	0.118246	0.132211	0.242604	0.27073	0.232429	0.0462914	0.130687	0.132211	0.203543
ENSMUSG00000037221	0.667042	0.263964	0.469695	0.212969	0.735388	0.395892	0.835698	0.740649	0.157164	0.123851	0.434553	0.263964	0.406227	0.15259	0	0.389849	0.406227	0.189536	0.477541	0.133399	0.443187	0.358735	0.159291	0	0.157164	0.588778	0.350388	0.337637	0.358735	0.25601	0.228653	0.27073	0	0.289252	0.244963	0.157164	0	0.24601	0.16778	0.464539	0	0	0.4092	0	0	0	0.0635188	0.321484	0.0462914	0.27073	0.276039	0	0.228653	0	0.263964	0	0.0861885	0.141638	0	0	0.263964	0.458447	0.0462914	0.248212	0.0861885	0	0.174923	0	0.0462914
ENSMUSG00000020461	0.600743	0.369788	0.232429	0.621658	0	0.657159	0.506762	0.506013	0.122578	0.232429	0.132211	0.410469	0	0.69764	0.506013	0.443948	0.45491	0.335299	0.475221	0.577641	0.171855	0.470495	0.263964	0.171855	0.569606	0.184393	0.130687	0.358735	0	0.517501	0.0462914	0.463635	0.72153	0	0.0462914	0.120108	0	0	0.24601	0.14764	0.130687	0.263964	0.154111	0	0	0	0	0.0462914	0.27162	0.141638	0.219324	0.151077	0.327265	0.0247993	0.03949	0.00890881	0	0	0.138545	0.28107	0.248212	0.350388	0	0.244963	0	0	0.32244	0.0355888	0.130687
ENSMUSG00000028982	0.630821	1.11437	0.72745	0.850161	0.122578	0.447905	0.120108	0	0.0646089	0.250426	0.121282	0.248212	0	0	0	0.123851	0	0	0	0	0	0.567441	0	0	0.321484	0.366943	0.667042	0.366943	0.141638	0.358735	0.419368	0.261841	0	0.33855	0.0462914	0.087998	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0247993	0	0.25601	0	0	0.233807	0.0861885	0.263964	0	0.0462914	0	0	0	0	0	0.0230654	0.0355888	0.212969	0	0.130687
ENSMUSG00000023473	0.784446	0.230535	0.661894	1.17468	0.59636	0.14764	0.749531	0.630821	0.579097	0.738038	0.532155	0.483025	0.258636	0.130687	0	0.37096	0	0.182843	0.197307	0.57844	0.263964	0.637739	0.126335	0.136991	0.75668	0.352562	0.205206	0.499355	0.312906	0.49181	0.901336	0.664063	0.622765	0.931852	0.740649	0.295876	0.39765	0.259732	0.506013	0.467248	0.567441	0.535346	0.234841	0	0	0.638752	0.219324	0.141638	0.019634	0.374008	0.120108	0	0.310932	0.263964	0.182843	0.244963	0.261841	0.154111	0	0.263964	0.239106	0.486905	0	0.03949	0.347459	0.0157533	0.160418	0.0230654	0.157164
