id	SRR925687	SRR925688	SRR925720	SRR925721	SRR934634	SRR925697	SRR925703	SRR925714	SRR925716	SRR925726	SRR934636
ENSG00000001167.13	12.23	13.68	18.47	20.95	17	34.71	47.36	13.08	23.19	15.49	42.35
ENSG00000198363.14	70.4	59.71	88.17	94.52	48.4	65.39	399.56	164.05	178.21	79.88	194.38
ENSG00000151693.8	19.59	15.31	23.14	35.27	38.32	11.9	11.25	3.86	21.87	10.89	28.7
ENSG00000163029.14	7.14	3.61	9.08	4.07	6.53	10.64	16.51	6.86	9.3	14.73	4.43
ENSG00000166401.12	11.61	13.38	27.42	24.74	8.6	4.64	1.04	13.22	11.59	14.15	3.91
ENSG00000171109.17	5.84	8.6	10.43	11.26	4.63	13.86	24	22.84	20.88	9.93	2.92
ENSG00000103415.10	70.33	56.11	80.27	68.62	100.11	47.67	30.08	36.93	31.67	45.44	101.36
ENSG00000279119.1	6.49	12.27	31.05	1.48	27.1	4.26	5.16	0	0	3.93	0
ENSG00000100364.17	65.48	59.16	47.83	41.64	59.87	16.08	40.62	63.25	48.36	20.88	38.8
ENSG00000217555.11	146.63	31.61	83.49	74.49	54.43	153.55	134.73	75.09	78.27	199.1	156.05
ENSG00000078098.12	13.05	4.23	7.85	15.15	1.23	0.18	2.53	2.25	6.55	0	1.79
ENSG00000167535.6	27.64	25.4	14.55	28.49	34.31	26.19	6.47	9.07	20.3	6.27	27.11
ENSG00000067369.12	16.37	6.34	9.09	10.72	6.07	11.34	21.89	20.52	9.55	10.16	25.02
ENSG00000074356.15	9.66	7.9	9.77	12.45	6.16	20.26	24.13	18.01	10.68	15.06	4.82
ENSG00000065268.9	78.79	52.62	78.18	65.06	119.39	27.08	9.57	18.75	84.65	75.79	55.46
ENSG00000188191.13	34.24	20.89	36.88	20.24	42.35	33.95	10.13	6.59	11.57	25.54	23.8
ENSG00000182197.9	58.87	32.34	67.94	43.05	42.65	115.22	156.75	54.01	146.05	84.89	22.09
ENSG00000137804.11	75.34	70.33	66.71	22.69	76.25	118.25	169.19	94.2	57.83	226.24	63.99
ENSG00000130748.6	7.27	6.72	6.23	6.78	5.67	29.84	11.08	0.75	34.22	10.82	20.72
ENSG00000102401.18	13.5	8.82	0.26	12.44	6.12	27.33	9.19	32.33	6.56	10.34	26.31
ENSG00000264343.4	17.55	10.18	24.54	34.76	13.25	3.77	13.58	10.87	10.61	9.28	11
ENSG00000143384.11	69.68	63.37	143.28	103.51	127.08	68.16	63.3	85.44	52.81	61.91	59.42
ENSG00000148719.13	60.27	34.46	42.64	39.74	82.93	26.85	9.98	30.45	41.15	32.38	44.53
ENSG00000090273.12	103.61	40.8	81.93	88.83	140.32	152.03	91.12	70.33	166.72	181.06	200.91
ENSG00000065970.7	10.55	4.87	5.5	6.34	3.87	9.85	17.89	9.91	7.09	5.07	15.13
ENSG00000204356.10	29.91	37.02	45.4	98.85	79.13	76.85	93.87	134.41	143.89	101.35	354.69
ENSG00000198468.6	6.47	2.47	14	6.24	7.71	3.69	3.53	3.24	0.7	2.79	4.32
ENSG00000172667.9	3.08	16.35	16.19	12.01	8.05	5.18	4.6	4.35	8.22	6.91	2.44
ENSG00000270647.4	112.77	73.54	106.18	66.6	103.74	94.42	137.03	287.9	119.96	179.94	117.17
ENSG00000157168.17	9.56	4.61	12.55	2.23	4.96	75.02	2.14	24	29.54	21.11	20.14
ENSG00000205664.9	33.82	32.14	25.34	26.32	36.79	26.89	13.42	11.92	5.51	13.39	41.87
ENSG00000196497.14	45.92	17.78	40.33	32.72	74.92	48.14	53.18	68.41	102.06	62.85	64.86
ENSG00000183853.16	22.76	11.45	24.79	38.11	30	71.19	45.88	71.54	41.53	19.12	153.42
ENSG00000187239.15	6.18	6.31	7.5	12.28	4.96	12.59	14.04	15.89	9.66	40.31	12.98
ENSG00000139514.11	28.9	59.4	40.94	20.93	36.75	52.59	29.87	67.99	80.52	45.8	114.53
ENSG00000218510.5	12.17	15.94	6.73	3.23	2.27	10.68	21.28	9.71	12.58	18.82	40.83
ENSG00000182923.15	11.81	6.11	12.22	7.13	15.51	11.65	24.1	27.58	11.89	10.67	18.33
ENSG00000167778.7	21.34	15.61	21.43	43.1	32.16	8.91	12.27	10.85	21.97	20.58	17.43
ENSG00000173889.14	8.18	10.61	10.07	9.32	6.57	10.49	17.69	32.93	14.12	6.05	30.47
ENSG00000162063.11	29.94	12.19	19.36	6.96	23.14	19.05	28.18	30.18	28.85	46.67	23.01
ENSG00000180398.10	39.13	22.49	33.98	72.26	51.93	29.49	60.87	76.41	85.93	84.93	68.62
ENSG00000149636.14	26.52	10.6	15.22	8.52	11.18	37.54	32.35	31.44	19.7	23.24	7.28
ENSG00000198431.14	35.1	47.64	62.32	236.76	78.53	154.7	184.09	243.45	109.8	123.74	347.45
ENSG00000100811.9	25.45	20.7	25.1	20.4	24.07	26.32	56.8	58.39	22.87	23.89	37.63
ENSG00000144791.8	12.44	7.63	10.07	8.23	8.34	23.2	8.63	11.6	14.08	11.62	28.22
ENSG00000073417.13	6.55	7.82	10.99	7.88	4.86	15.2	13.86	12.76	5.97	18.7	6.69
ENSG00000116350.14	39.49	25.74	42	26.96	43.55	63.47	59.91	34.9	60.37	40.2	123.46
ENSG00000166199.11	26.47	25.96	32.31	27.92	18.91	22.68	24.01	22.57	14.69	24.51	16.75
ENSG00000109920.11	25.64	26.33	38.98	18.97	14.21	48.64	29.31	44.77	13.99	60.8	45.55
ENSG00000163220.10	183.13	717.96	453.37	303.09	1870.28	1.12	7.82	3.39	0.6	0	2.16
ENSG00000150760.11	9.32	4.79	14.76	12.63	6.82	13.52	38.23	15.28	14.38	10.96	20.26
ENSG00000030066.12	15.83	6.51	19.25	9.44	6.04	21.51	24.19	41.41	13.72	43.15	5.65
ENSG00000071575.10	4.69	2.04	4.07	18.82	11.82	11.15	34.39	17.48	23.68	21.39	4.02
ENSG00000100890.14	23.69	17.24	25.71	27.49	46.41	11.98	21.94	21.73	11.15	23.27	9.95
ENSG00000197122.10	74.45	48.87	33.21	19.41	30.58	32.93	16.41	29.92	8.79	17.56	10.34
ENSG00000182585.8	82.64	82.03	66.77	275.16	10.45	0	0.12	0.05	0	0	0.24
ENSG00000152518.6	46.8	22.21	63.03	68.17	77.24	7.09	12.49	5.38	46.01	9.77	75.21
ENSG00000168096.13	16.15	7.77	9.44	9.08	6.37	13.38	11.53	13.77	24.29	10.38	31.12
ENSG00000148297.14	19.86	14.17	16.02	21.12	24.62	43.73	15.15	25.42	35.77	23.24	26.33
ENSG00000175305.15	6	0.82	10.04	7.3	8.22	21.88	9.73	20.97	26.68	11.05	0.66
ENSG00000165169.9	5.63	9.58	6.32	13.51	2.52	0	0.45	7.67	2.86	3.83	3.6
ENSG00000072518.19	21.93	52.99	33.74	29.79	30.57	21.77	24.49	23.68	14.58	24.26	23.11
ENSG00000125968.8	71.61	343.26	206.34	375.55	133.79	65.03	16.09	215.87	39.77	98.73	105.29
ENSG00000175115.10	23.98	32.04	30.06	25.17	22.69	43.19	95.71	36.75	28.13	37.23	47.92
ENSG00000130714.14	9.16	12.1	16.6	15.06	8.69	24.6	13.91	22.63	13.3	13.37	37.46
ENSG00000134697.11	47.53	20.77	51.62	41.46	49.46	57.86	43.04	93.65	49.86	46.37	84.65
ENSG00000146410.10	4.31	3.77	9.19	3.28	12.52	12.31	11.37	10.94	8.13	17.5	7.18
ENSG00000174099.9	7.21	3.52	13.7	3.26	10.46	17.07	7.03	10.37	15.96	23.83	45.72
ENSG00000184787.17	52.57	41.05	62.25	50.38	45.84	95.49	29.91	79.6	82.85	72.44	152.54
ENSG00000148358.18	10.28	15.01	12.52	9.68	12.69	17.68	26.53	30.6	16.8	13.77	9.29
ENSG00000159200.16	10.87	11.93	7.46	7.32	8.07	62.57	5.17	37.1	10.37	13.81	56.36
ENSG00000100605.15	121.34	81.69	114.73	71.28	91.26	52.6	93.81	27.31	25.51	77.75	103.63
ENSG00000204469.11	33.23	62.31	63.7	62.17	111.24	102.8	70.09	110.31	127.95	133.47	310.58
ENSG00000143486.14	37.97	57.69	71.28	30.81	47.5	0	41.44	20.74	16.44	43.37	48.92
ENSG00000135164.17	12.82	11.67	19.57	13.82	10.06	14.13	51.03	31.78	18.57	22.81	16.54
ENSG00000198055.9	24.71	34.55	43.21	16.5	34.98	33.44	17.83	58.34	88.21	85.82	148.89
ENSG00000169371.12	14.12	16.81	19.5	16.8	13.96	27.25	30.12	22.27	9.98	19.14	30.91
ENSG00000143061.16	12.09	29.37	10.15	12.78	11.19	8.09	2.03	12.47	1.34	3.48	12.61
ENSG00000100632.9	114.72	45.72	87.94	81.69	65.99	120	164.74	181.43	87.9	185.23	45.22
ENSG00000124217.4	8.29	4.97	6.89	4.33	7.03	6.63	4.1	3.69	5.44	3.02	4.25
ENSG00000162433.13	62.71	16.34	28.8	27.07	59.96	37.44	16.51	7.27	14.71	21.37	6.39
ENSG00000156709.12	25.67	16.41	24.57	19.41	27.91	56.92	43.67	50.79	19.67	25.75	23.62
ENSG00000117308.13	161.48	35.24	57.31	91.75	65.25	17.33	18.01	29.52	28.29	75.24	26.07
ENSG00000173272.12	176.34	219.14	106.46	123.58	233.95	93.77	34.64	36.7	104.15	113.97	216.77
ENSG00000102978.11	78.51	44.8	74.16	65.88	65.52	80.65	59.38	97.91	74.05	144.43	98.8
ENSG00000183856.9	18.7	15.27	31.09	5.55	30.26	23.88	38.57	34.61	25.92	43.44	24.56
ENSG00000101057.14	93.23	16.84	82.95	31.94	119.51	236.25	94.52	253.44	154.88	151.85	13.76
ENSG00000110172.10	22.25	4.57	18.36	10.64	10.08	39.08	32.89	131.03	19.5	38.15	33.22
ENSG00000174306.20	12.69	9.63	14.56	11.25	11.54	12.69	10.84	22.71	22.81	11.86	24.29
ENSG00000203785.7	0.12	14.64	4.47	20.08	39.55	0	0	0	0	0	0
ENSG00000203760.7	21.02	22.34	37.39	8.91	15.46	60.84	51.63	55.93	21.87	45.13	7.54
ENSG00000067334.12	25.98	19.09	30.66	31.51	10.14	43.42	68.46	60.74	21.79	71.69	10.54
ENSG00000125733.16	68.77	83.93	62.4	99.17	92.86	43.8	17.87	33.61	49.95	78.31	98.91
ENSG00000115355.14	7.4	1.49	8.24	10.07	6.86	8.42	45.63	43.55	14.88	14.99	6.18
ENSG00000138594.11	30.75	25.83	30.74	27.94	11.8	19.19	11.66	12.29	11.53	32.43	2.28
ENSG00000275216.1	10.82	26.21	35.05	28.35	47.25	29.97	10.93	1.09	12.6	7.66	26.5
ENSG00000099624.6	215.88	256.03	274.99	263.7	609.96	120.39	57.77	74.82	287.37	163.63	239.72
ENSG00000162545.5	77.02	44.92	14.95	18.2	15.97	0.41	6.78	1.15	19.5	12.21	1.33
ENSG00000185808.12	15.57	14.7	14.12	14.18	2.97	10.01	5.72	9.75	3.21	7.33	5.55
ENSG00000112977.14	51.91	31.82	48.84	66.32	45.8	96.88	68.24	64.8	78.73	159.34	41.44
ENSG00000141564.12	23.44	10.71	13.96	16.59	19.58	10.44	24.73	34.35	42.84	25.6	69.19
ENSG00000139625.11	11.76	11.05	2.85	3.42	1.3	10.71	7.34	10.31	11.7	13.4	30.55
ENSG00000122299.10	10.78	14.66	15.56	10.03	8.41	16.65	47.22	27.92	14.16	20.02	13.27
ENSG00000079999.12	60.49	56.36	65.4	56.54	63.56	63.77	61.13	105.81	103.81	80.5	182.39
ENSG00000049656.12	161.16	109.45	188.66	199.64	208.11	191.84	187.23	271.85	277.1	236.4	173.35
ENSG00000131779.9	22.02	10.33	27.19	17.18	20.09	15.07	19.02	13.03	7.26	12.59	10.02
ENSG00000101236.15	5.84	4.44	3.16	8.3	8.32	7.42	17.63	29.12	14.32	4.43	9.86
ENSG00000129691.14	8.9	11.9	18.79	17.61	10.96	32.26	24.62	50.66	19.93	21.79	8.13
ENSG00000164172.17	18.46	5.71	17.88	17.88	9.58	35.04	21.44	35.45	24.59	36.38	2.12
ENSG00000175550.6	231.72	78.33	163.55	356.52	215.41	261.59	313.07	287.74	409.03	222.85	602.26
ENSG00000127527.12	12.8	9.87	14.48	16.39	25.38	19.24	23.65	19.15	24.5	17.8	27.11
ENSG00000116030.15	52.86	15.88	41.87	29.73	22.36	65.52	50.29	72.93	25.69	49.93	41.72
ENSG00000132623.14	12.04	7.26	4.4	4.35	2.92	2.73	1.47	5.13	1.78	3.12	0.88
ENSG00000085063.13	431.71	295.99	433.81	681.13	111.19	146.17	249.53	73.98	285.39	257.69	54.35
ENSG00000175866.14	63.43	114.64	45.67	28.3	99.69	10.94	23.61	48.34	33.49	50.94	34.66
ENSG00000140525.16	33.3	9	42.48	8.07	10.44	47.82	95.69	64.52	24.06	70.67	3.57
ENSG00000266094.5	2.61	14.76	7.15	6.73	4.2	0.41	1.08	0.94	2.79	7.98	0.11
ENSG00000169583.12	4.73	11.54	2.08	6.31	26.16	0	0	0	0.42	1.81	0.61
ENSG00000086548.8	0.21	9.41	0.39	16.31	8.19	0	0.16	0	0.05	0	0.08
ENSG00000143401.13	25.03	11.52	33.59	6.64	16.7	32.38	137.35	70.33	28.77	75.16	9.46
ENSG00000100227.16	42.06	25.84	30.82	30.4	32.61	31.09	50.89	67.06	34.47	45.78	36.97
ENSG00000104756.14	15.73	21.9	24.85	18.72	10.27	46.12	27.12	21.31	24.92	29.85	16.96
ENSG00000187522.12	26.84	13.53	18.4	18.25	15.37	42.16	21.27	74.73	19.53	36.7	25.06
ENSG00000104904.11	1013.08	747.02	1199.45	1223.72	1521.88	570.17	341.47	719.07	903.08	1293.76	889.02
ENSG00000196954.11	27.74	24.18	56.39	68.2	16.51	3.53	16.72	24.81	20.32	29.1	0
ENSG00000197021.7	25.07	29.92	27.04	35.1	24.51	72.68	31.74	36.35	25.77	40.44	51.7
ENSG00000069812.10	17.98	98.37	20.71	6.37	49.3	0.27	1.76	0.62	2.21	1.59	0.69
ENSG00000215021.7	300.72	206.4	254.95	236.84	385.91	174.01	229.2	149.06	140.79	269.78	246.79
ENSG00000134283.16	36.27	32.42	41.01	26.95	28.88	27.2	32.78	16.64	15.05	37.16	11.96
ENSG00000144677.13	61.68	67.39	54.56	9.41	28.04	16.12	37.02	14.61	15.27	21.91	11.55
ENSG00000175895.3	9.08	11.54	4.47	6.28	7.77	6.3	5.77	4.08	5.66	6.68	0.98
ENSG00000163993.6	1.24	356.59	102.3	830.85	343.58	0	2.53	0.09	1.89	2.99	11.19
ENSG00000166224.15	10	16.56	12.59	16.07	17.3	18	17.68	31.4	12.94	17.61	26.23
ENSG00000130489.11	51.31	54.29	59.85	81.87	66.24	42.16	36.79	38.38	67.03	45.22	60.6
ENSG00000185344.12	10.28	4.53	15.94	10.13	8.85	10.46	11.91	22.29	12.06	28.99	14.95
ENSG00000131351.13	14.8	4.55	13.47	8.69	17.57	21.91	13.25	16.53	17.76	27.05	12.01
ENSG00000131788.14	52.6	20.02	58.2	48.68	50.27	25.72	30.2	30.54	20.2	40.5	37.47
ENSG00000125730.15	31.28	68.2	141.55	463.9	172.37	1.97	4.42	3.18	4.79	2.98	2.67
ENSG00000185127.6	3.5	7.53	8.23	7.37	6.55	8.91	6.21	7.73	9.47	8.71	11.66
ENSG00000093167.16	26.01	31.6	20.79	17.59	14.36	33.4	48.73	35.59	27.79	30.74	16.83
ENSG00000133121.19	7.33	7.25	6.75	9.97	5.25	13.32	13.74	7.2	10.55	9.51	6.47
ENSG00000184216.10	172.25	59.78	117	126.59	132.46	342.5	115.6	154.3	188.44	192.48	504.08
ENSG00000112739.15	9.86	12.57	16.87	9.79	4.77	28.61	50.49	48.67	12.28	19.71	4.22
ENSG00000141543.8	128.18	55.35	75.09	95.47	121.06	85.88	151.76	115.98	111.15	154.85	209.55
ENSG00000241878.8	46.15	38.31	26.43	34.91	25.22	18.66	11.36	7.37	38.55	33.88	22.34
ENSG00000065183.14	33.52	13.03	33.04	18.23	21.44	38.18	61.22	119.78	35.87	53.69	18.6
ENSG00000132274.14	29.96	70.59	13.57	36.12	4.88	1.57	10.95	12.75	3.86	3.87	0.16
ENSG00000205302.5	22.24	27.58	29.55	15.56	10.46	26.62	24.96	38.04	28.28	34.16	24.88
ENSG00000089280.17	260.5	111.74	238.41	188.85	329.09	352.65	262.47	420.71	690.89	296.65	240.62
ENSG00000100239.14	25.17	24.86	17.38	29.81	20.97	17.48	36.66	43.3	42.84	21.25	52.99
ENSG00000101972.17	12.87	13.24	16.37	7.89	3.6	39.54	51.79	52.12	15.63	12.89	3.48
ENSG00000102158.18	18.8	16.54	13.9	20.47	8.42	42	24.64	55.04	15.14	28.44	13.16
ENSG00000138413.12	59.1	44.04	26.48	24.42	49.12	12.44	34.53	28.63	9.75	21.81	39.69
ENSG00000112640.13	17.34	29.11	28.06	26.7	31.64	34.67	95.5	28.13	29.31	43	68.33
ENSG00000170852.9	9.38	7.32	15.27	9.42	4.53	13.75	30.3	24.97	15.07	19.28	2.83
ENSG00000129355.6	6.12	9.35	6.9	6.4	10.95	11.01	7.59	9.34	33.88	45.12	19.9
ENSG00000113716.11	17.9	21.62	24.52	25.5	25.07	19.76	25.37	33.36	34.22	27.55	47.42
ENSG00000006534.14	54.2	59.08	26.46	50.25	9.93	6.72	41.63	18.61	6.85	6.8	27.71
ENSG00000047315.13	42.5	30.39	41.48	28.28	5.64	52.54	79.85	77.07	27.95	68.3	17.87
ENSG00000260916.4	5.92	12.02	5.92	10.63	1.95	8.57	17.73	8.65	11.26	16.85	9.3
ENSG00000173457.9	377.82	560.48	370.17	539.85	446.87	437.26	399.44	227.33	327.22	403.7	375.13
ENSG00000163297.15	3.12	2.98	7.29	38.09	2.85	10.24	18.75	12.66	43.52	49.65	45.94
ENSG00000134247.9	46.47	33.53	23.22	24.82	52.09	20.56	0.19	57.03	12.02	3.34	0.21
ENSG00000105993.13	47.01	64.07	86.74	67.21	115.1	101.54	128.44	111.31	59.87	101.77	173.36
ENSG00000095787.20	32.67	34.57	36.01	31.83	24.77	64.01	40.82	105.77	28.18	50.75	43.59
ENSG00000136824.17	16.3	6.83	12.31	3.82	4.21	22.24	35.9	39.82	11.44	17.96	1.56
ENSG00000139131.11	39.04	12.94	21.85	19.21	18.51	13.14	7.04	16.93	9.58	15.38	12.41
ENSG00000131747.13	52.37	41.49	38.86	7.96	12.74	39.14	151.35	140.55	42.72	142.44	5.79
ENSG00000235162.7	20.65	43.15	37.51	18.75	19.72	185.46	44.76	74.67	69.49	114.49	3
ENSG00000055044.9	62.63	20.43	60.81	30.52	65.13	65.2	81.17	108.86	62.8	65.52	48.78
ENSG00000123364.4	11.26	30.74	6.42	5.87	6.1	2.56	0.77	1.93	0.21	1.11	1.89
ENSG00000163918.9	38.36	6.82	35.05	21.54	25.31	58.45	59.95	63.51	43.8	32.3	10.52
ENSG00000101811.12	20.52	10.86	13.26	24.21	18.71	29	22.17	33.52	30.41	29.13	9.91
ENSG00000065243.17	8.94	6.03	7.3	6.58	1.76	9.1	29.04	16.23	6.04	22.5	4.63
ENSG00000114416.16	22.31	49.75	64.18	42.68	76.95	71.93	186.5	137.09	65.55	50.21	75.13
ENSG00000165525.16	14.81	12.06	16.1	7.3	16.97	14.59	59.65	42.19	12.02	26.62	20.66
ENSG00000203667.8	13.96	27.63	15.92	17.11	11.63	23.98	46.3	58.88	28.22	35.34	6.41
ENSG00000179604.9	25.43	28.72	14.52	25.85	38.44	6.33	12.69	26.17	16.93	23.78	17.49
ENSG00000137310.10	19	7.29	21.79	17.85	25.04	41.74	21.63	33.13	98.9	69.95	12.17
ENSG00000006042.10	55.29	12.34	9.8	51.99	5.05	0.07	0.81	11.14	1.63	0.05	0.68
ENSG00000051009.9	12.39	18.66	19.21	27.75	15.2	7.09	4.94	7.18	10.59	10.35	25.73
ENSG00000151353.13	17.12	16.16	17.58	18.44	14.36	24.02	37.92	15.4	23.41	40.63	15.25
ENSG00000265415.1	13.76	15.06	3.92	0	0	12.1	34.92	35.65	7.97	44	0
ENSG00000130939.17	16.25	15.78	16.42	5.61	9.06	15.08	26.21	13.3	17.25	16.87	20.68
ENSG00000183309.10	7.91	9.28	8.69	7.3	8.14	13.74	17.29	7.7	14.25	6.32	11.78
ENSG00000088179.7	13.6	10.08	8.74	10.88	2.9	5.43	8.54	8.54	3.12	2.97	1.64
ENSG00000170832.11	10.24	10.02	8.74	11.86	5.6	7.87	10.35	22.57	10.77	17.07	16.18
ENSG00000090238.10	15.98	66.96	34.51	36.83	9.6	6.74	7.28	0.49	8.46	10.94	28.53
ENSG00000055332.15	10.99	6.29	8.44	3.42	5.61	10.86	10.86	16.79	7.37	17.1	5.53
ENSG00000113141.14	59.04	73.63	87.86	62.18	72.69	69.8	109.1	75.96	99.06	84.68	78.59
ENSG00000074603.17	10.6	9.25	9.03	8.17	5.66	9.69	14.93	13.75	10.13	26.88	9.99
ENSG00000083312.16	40.34	23.31	35.76	27.94	13.68	82.49	104.56	62.81	33.14	39.47	17.63
ENSG00000182158.13	14.18	4.16	11.83	19.83	5.13	4.93	27.3	20.49	38.8	13.32	26.65
ENSG00000170776.18	7.1	12.89	5.49	8.46	4.6	12.85	16.3	13.91	9.37	6	27.84
ENSG00000153294.10	5.08	19.56	1.75	6.95	2.67	0	0	0.02	0.2	0	0
ENSG00000124181.13	72.37	46.2	67.92	47.83	30.91	96.14	67.01	127.49	68.24	41.9	80.59
ENSG00000158246.7	39.34	73.5	8.45	14.66	24.24	0.57	5.89	2.96	22.77	4.88	0.77
ENSG00000165233.16	76.68	54.21	56.37	122.58	118.11	23.83	28.07	28.88	26.83	59.76	112.39
ENSG00000163202.4	2.05	4.13	2.35	23.29	20.78	0	0	0	0	0	0
ENSG00000175376.7	30.22	17.07	21.42	32.31	39.87	42.76	42.59	33.94	33.74	30.28	40.99
ENSG00000140526.15	22.55	15.48	20.27	31.78	22.34	14.78	46.68	34.18	36.3	24.08	45.01
ENSG00000106211.8	838.29	2874.48	485.02	767.12	2620.43	276.5	413.08	130.04	626.84	292.69	614.38
ENSG00000162976.11	18.06	7.26	9.45	17.73	11.4	5.37	5.19	1.38	4.81	6.52	17.56
ENSG00000125967.15	12.74	11.52	12.16	13.18	14.41	18.35	12.61	48.93	24.47	11.26	43.71
ENSG00000136938.8	135.04	81.76	132.8	73.91	96.28	210.22	255.61	321.77	116.32	170.53	51.63
ENSG00000125637.14	11.59	10.45	4.83	37.3	7.59	0.58	0.34	1.25	1.05	2.03	2.94
ENSG00000203837.4	15.01	39.12	7.47	11.11	0.35	0	0	0	0	0	0
ENSG00000138385.14	59.54	24.56	47.86	31.86	63.62	57.26	93.04	81.97	30.25	69.43	74.48
ENSG00000172780.15	9.91	8.69	18.67	22.12	18.44	9.7	2.53	1.67	7.01	11.79	18.63
ENSG00000068305.16	8.98	11.49	6.79	11.79	3.24	12.21	23.63	16.12	6.74	9.79	32.11
ENSG00000171824.12	48.23	30.09	49.31	26.12	35.67	63.62	56.34	33.79	49.42	69.75	38.64
ENSG00000149357.8	245.1	305.92	149.04	177.5	106.47	158.33	46.26	88.37	130.05	145.52	135.14
ENSG00000180817.10	147.3	130.47	194.54	143.14	273.64	91.34	93.31	119.41	78.3	180.51	141.44
ENSG00000130529.14	17.38	31.06	19.27	48.84	13.29	20.17	5.44	9.5	13.07	7.31	14.81
ENSG00000170340.10	7.82	14.61	6.66	25.06	8.17	3.14	5.83	5.25	3.79	9.85	1.18
ENSG00000144580.12	32.27	7.84	36.58	25.88	34.42	26.94	30.08	48.46	35.3	52.3	50.26
ENSG00000153560.10	26.84	26.32	36.45	21.4	18.37	41.28	47.96	44.21	22.61	38.25	22.83
ENSG00000134775.14	28.55	7.28	8.04	22.76	10.49	6.41	3.87	17.37	0.55	3.03	2.23
ENSG00000149658.16	35.32	22.65	33.09	23.2	34.83	46.07	29.05	40.68	26.9	39.97	47.43
ENSG00000065328.15	12.44	2.06	9.15	6.71	8.97	20.97	16.82	43.89	14.77	18.85	2.18
ENSG00000163684.10	8.59	5.59	9	8.93	7.8	14.33	8.27	13.41	10.65	17.46	5.84
ENSG00000197696.8	9.62	4.65	8.94	23.66	10.57	0.19	7.09	5.89	2.19	0.27	9.95
ENSG00000260899.1	2.69	12.98	2.45	10.93	2.39	0	0	0.11	2.19	1.21	3.28
ENSG00000140718.17	20.75	23.68	21.94	13.75	16.46	47.17	30.83	23.19	21.93	23.14	22.03
ENSG00000136731.11	13.36	7.33	10.27	10.72	7.1	11.82	16.53	27.98	18.96	9.9	9.88
ENSG00000120705.11	62.44	57.7	86.09	42.56	46.32	78.75	54.34	113.17	68.63	87.14	78.15
ENSG00000101190.11	5.62	5.94	8.38	3.22	10.77	14.64	8.3	10.52	5.32	13.2	10.03
ENSG00000091039.15	6.91	11.76	12.66	11.22	5.81	9.86	12.31	19.77	10.34	16.65	31
ENSG00000101109.10	11.3	7.95	12.18	7.23	9.32	23.7	13.87	30.05	9.94	14.8	8.4
ENSG00000102100.13	32.07	41.22	33.01	34.77	31.71	52.44	12.57	13.84	15.81	14.3	19.3
ENSG00000127585.10	22.16	10.88	30.68	11.63	4.67	21.17	1.09	0.03	0.7	0	6.73
ENSG00000167123.17	19.21	10.6	4.12	11.86	9.96	21	19.86	20.09	68.4	15.22	24.75
ENSG00000198791.10	28.38	33.57	37.41	40.11	42.42	77.43	52.99	93.43	47.32	33.57	35.87
ENSG00000153558.12	9.19	10.61	6.39	9.4	2.74	2.54	4.68	4.48	2.21	5.63	7.27
ENSG00000149269.8	24.02	17.18	29.48	27.99	35.54	15.7	23.08	23.31	21.87	23.34	3.03
ENSG00000106771.11	14.59	14.29	14.45	15.32	9.08	20.17	28.57	33.27	13.2	39.17	8.17
ENSG00000137693.12	71.53	113.54	97.73	55.57	35.87	67.58	35.39	36.32	43.96	53.34	26.06
ENSG00000141867.16	36.12	20.17	34.16	33.42	53.7	49.24	59.2	61.5	61.32	38.98	150.49
ENSG00000081177.17	7.1	11.17	10.96	8.87	6.39	4.29	4.44	7.19	5.39	2.53	11.42
ENSG00000070770.7	37.77	38.51	36.46	24.71	16.59	42.78	43.56	64.16	22.05	44.09	47.36
ENSG00000085999.10	22.07	6	11.83	4.16	16.7	27.84	24.65	8.06	22.77	21.42	17.83
ENSG00000131941.6	7.84	3.17	4.28	12.38	6.57	14.27	15.58	13.84	8.35	10.53	4.81
ENSG00000070761.6	36.05	18.63	35.15	29.24	36.89	58.99	32.22	39.59	27.02	92.53	62.33
ENSG00000168118.10	15.62	51.48	47.45	15.45	33.17	5.24	15.17	24.21	5.07	14.18	29.26
ENSG00000186832.7	8.17	533.85	28.95	743.38	1230.06	0.06	19.65	0.64	2.53	0.42	0.42
ENSG00000006576.15	7.3	7.16	9.84	2.51	6.74	13.73	43.17	22.94	13.87	15.46	1.73
ENSG00000152332.14	9.13	8.7	13.78	7.16	4.68	17.58	17.66	38.51	9.46	23.04	5.44
ENSG00000124571.16	14.71	13.8	24.92	15.28	38.57	50.28	41.51	36.68	37.54	33.85	140.43
ENSG00000187147.16	72.43	52.54	71.57	58.43	90.65	84.48	82.79	91.9	110.64	59.9	151.37
ENSG00000140577.14	9.64	4.86	8.5	9.45	4.85	15.07	13.4	11.66	6.02	11.67	31.59
ENSG00000166801.14	6.65	11.29	10.46	5.49	1.44	10.34	43.45	21.43	11.94	33.12	1.73
ENSG00000169967.15	5.84	6.75	4.66	9.17	6.18	6.69	10.29	21.19	7.91	8.03	12.53
ENSG00000104885.16	10.04	6.86	10.59	12.64	17.4	14.84	6.01	16.77	28.42	20.43	31.99
ENSG00000159388.5	28.8	94.1	14.01	7.72	28.93	0.89	1.36	0.58	0.59	1.01	1.42
ENSG00000272398.4	56.21	535.08	18.83	230.96	173.02	6.58	2.11	2.49	2.16	1.24	1
